0,^ SOUTH AUSTRALIA ^,*,*,The information of South Australia is as following:#Newline	    <button>#Newline	        <text>Introduction</text>#Newline	        <postback>^ detail ^ South Australia ^</postback>#Newline        </button>#Newline        <button>#Newline            <text>Tourist Attractions</text>#Newline            <postback>^ tourist attractions ^ South Australia ^</postback>#Newline        </button>#Newline        <button>#Newline            <text>Food recommend</text>#Newline            <postback>^ food ^ South Australia ^</postback>#Newline        </button>#Newline        <button>#Newline            <text>Weather</text>#Newline            <postback>^ weather ^ South Australia ^</postback>#Newline        </button>,southaustralia.aiml
0,^ WEATHER ^ SOUTH AUSTRALIA ^,*,*,<card>#Newline	            <image>https://lh3.googleusercontent.com/KyIUkyc9qtd0DqxLr4MJ6ve5lT1fjjBRAeRoybplTCG_aatdFSWekgTEnP6kWKHFb12bW-OI4RA=w640-h400-e365</image>#Newline	            <button>#Newline	            <text>Check the weather here!</text>#Newline	            <url>http://www.farmonlineweather.com.au/sa</url>#Newline            </button>#Newline            </card>,southaustralia.aiml
0,^ DETAIL ^ SOUTH AUSTRALIA ^,*,*,South Australia is blessed with some of the country's greatest natural wonders. Sunny weather with blue open skies are typical; grab a glass of its top quality red wine and enjoy amazing views with its warm#Comma friendly people.,southaustralia.aiml
0,^ TOURIST ATTRACTIONS ^ SOUTH AUSTRALIA ^,*,*,<carousel>#Newline	            <card>#Newline	                <image>https://bigheartadventures.com.au/wp-content/uploads/2017/06/Big-Heart-Adventures-Kangaroo-Island-e1497584125594.jpeg</image>#Newline	                <title>Kangaroo Island</title>#Newline	                <button>#Newline                        <text>View brief introduction</text>#Newline                        <postback>^ Kangaroo Island ^</postback>#Newline                    </button>#Newline                </card>#Newline                <card>#Newline                    <image>http://www.traveller.com.au/content/dam/images/1/2/5/m/v/c/image.related.articleLeadwide.620x349.1250vo.png/1418859099899.jpg</image>#Newline                    <title>Auburn</title>#Newline                    <button>#Newline                        <text>View brief introduction</text>#Newline                        <postback>^ Auburn ^</postback>#Newline                    </button>#Newline                </card>#Newline            </carousel>,southaustralia.aiml
0,^ KANGAROO ISLAND ^,*,*,Catching the ferry to windswept Kangaroo Island is an adventure in itself. Australia's third largest island is jam-packed full of natural beauty over a deceptively small place#Comma such as Seal Bay.,southaustralia.aiml
0,^ AUBURN ^,*,*,Located 110 km from Adelaide#Comma Auburn is the southern gateway to the rich vineyards of the Clare Valley and a once important town where bullock teams and miners stopped on their way from Port Wakefield to the copper mines around Burra.,southaustralia.aiml
0,^ FOOD ^ SOUTH AUSTRALIA ^,*,*,<card>#Newline                <image>https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Good_Food_Display_-_NCI_Visuals_Online.jpg/1200px-Good_Food_Display_-_NCI_Visuals_Online.jpg</image>#Newline                <button>#Newline                <text>Schnitzel</text>#Newline                <postback>^ Schnitzel ^</postback>#Newline            </button>#Newline            <button>#Newline                <text>Bung Fritz</text>#Newline                <postback>^ Bung Fritz ^</postback>#Newline            </button>#Newline            <button>#Newline                <text>Kitchener Bun</text>#Newline                <postback>^ Kitchener Bun ^</postback>#Newline            </button>#Newline            </card>,southaustralia.aiml
0,^ SCHNITZEL ^,*,*,Due the high influx of German immigrants#Comma this dish remains one of the MOST common dishes found in South Australia's cuisine.,southaustralia.aiml
0,^ BUNG FRITZ ^,*,*,Think spam and ham combined into a sausage "casing" and served like sliced ham at the delI#Comma because that's exactly what it tastes like.,southaustralia.aiml
0,^ KITCHENER BUN ^,*,*,Kitchener buns are essentially a big crusty#Comma flaky puff#Comma cut open#Comma smeared with a jam#Comma and filled with whipped cream.,southaustralia.aiml
0,^ ADELAIDE ^,*,*,<srai>^ South Australia ^</srai>,southaustralia.aiml
